wkt_geom,protected,denotation,ref:gid,ref:INSPIRE,natural,name,species:pl,species,url:crfop
Point (19.7666166275559938 50.20161038708306478),yes,natural_monument,68727,PL.ZIPOP.1393.PP.1206042.800,rock,Cielęca Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.800
Point (19.76775972832241379 50.20710100873816373),yes,natural_monument,68725,PL.ZIPOP.1393.PP.1206042.798,rock,Kubusiówka,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.798
Point (19.7252377274756725 50.19889648492483047),yes,natural_monument,68720,PL.ZIPOP.1393.PP.1206042.724,rock,Łyse Skały,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.724
Point (19.72583992255168184 50.2008428210766624),yes,natural_monument,68718,PL.ZIPOP.1393.PP.1206042.702,rock,Dębiny,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.702
Point (19.75526659551770337 50.21011856434517284),yes,natural_monument,68722,PL.ZIPOP.1393.PP.1206042.747,rock,Śpiewacza Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.747
Point (19.72581047732229109 50.1987438349072761),yes,natural_monument,68721,PL.ZIPOP.1393.PP.1206042.735,rock,Łyse Skały,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.735
Point (19.72603261282625198 50.20659717015880119),yes,natural_monument,68713,PL.ZIPOP.1393.PP.1206042.647,rock,Ostatnia Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.647
Point (19.7276359222344162 50.2059567508423541),yes,natural_monument,68715,PL.ZIPOP.1393.PP.1206042.669,rock,Ogrodzieniec,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.669
Point (19.72586972731870603 50.20632937065443002),yes,natural_monument,68714,PL.ZIPOP.1393.PP.1206042.658,rock,Ostatnia Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.658
Point (19.77462838138845314 50.20255730513391512),yes,natural_monument,68733,PL.ZIPOP.1393.PP.1206042.807,rock,Wielka Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.807
