wkt_geom,protected,denotation,ref:gid,ref:INSPIRE,natural,name,species:pl,species,url:crfop
Point (15.71583722356092494 52.04955484517697784),yes,natural_monument,57887,PL.ZIPOP.1393.PP.0809082.1004,tree,brak,Lipa drobnolistna,Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809082.1004
Point (15.71562603015102866 52.04966069812854101),yes,natural_monument,57890,PL.ZIPOP.1393.PP.0809082.1004,tree,brak,Lipa drobnolistna,Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809082.1004
Point (15.71567231048714142 52.04963058916302288),yes,natural_monument,57889,PL.ZIPOP.1393.PP.0809082.1004,tree,brak,Lipa drobnolistna,Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809082.1004
Point (15.71561568954377286 52.04969819778897744),yes,natural_monument,57892,PL.ZIPOP.1393.PP.0809082.1004,tree,brak,Lipa drobnolistna,Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809082.1004
Point (15.71559087245744912 52.04967645199287318),yes,natural_monument,57891,PL.ZIPOP.1393.PP.0809082.1004,tree,brak,Lipa drobnolistna,Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809082.1004
Point (15.71558752803692371 52.04971207749241557),yes,natural_monument,57894,PL.ZIPOP.1393.PP.0809082.1004,tree,brak,Lipa drobnolistna,Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809082.1004
Point (15.71555848107591302 52.04969030364780735),yes,natural_monument,57893,PL.ZIPOP.1393.PP.0809082.1004,tree,brak,Lipa drobnolistna,Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809082.1004
Point (15.71412480336388917 52.05060147725063047),yes,natural_monument,57896,PL.ZIPOP.1393.PP.0809082.1005,tree,brak,Lipa drobnolistna,Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809082.1005
Point (15.71553016798209512 52.04970624846001925),yes,natural_monument,57895,PL.ZIPOP.1393.PP.0809082.1004,tree,brak,Lipa drobnolistna,Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809082.1004
Point (15.30858648707366321 51.9161393058264764),yes,natural_monument,57862,PL.ZIPOP.1393.PP.0809072.927,tree,brak,Klon pospolity,Acer platanoides,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.927
Point (15.30876441567658297 51.9159660079510985),yes,natural_monument,57861,PL.ZIPOP.1393.PP.0809072.926,tree,brak,Topola czarna,Populus nigra,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.926
Point (15.36263337333153878 51.91263000523246518),yes,natural_monument,57864,PL.ZIPOP.1393.PP.0809072.929,tree,brak,Platan klonolistny,Platanus xacerifolia,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.929
Point (15.36995289175084878 51.94992381392061986),yes,natural_monument,57863,PL.ZIPOP.1393.PP.0809072.928,tree,brak,Dąb szypułkowy,Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.928
Point (15.3611944418014037 51.91207599717208154),yes,natural_monument,57866,PL.ZIPOP.1393.PP.0809072.930,tree,brak,Cis pospolity,Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.930
Point (15.36243829381728254 51.91261164125916849),yes,natural_monument,57865,PL.ZIPOP.1393.PP.0809072.929,tree,brak,Platan klonolistny,Platanus xacerifolia,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.0809072.929
