ref:gid;ref:inspire;natural;name;species:pl;species;url:crfop;denotation;protected;leaf_type
96038;PL.ZIPOP.1393.PP.2001011.1644;tree;Koropinia;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1644;natural_monument;yes;needleleaved
96039;PL.ZIPOP.1393.PP.2001011.1648;tree;Korona;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1648;natural_monument;yes;needleleaved
96040;PL.ZIPOP.1393.PP.2001011.1730;tree;;Jesion wyniosły ; Fraxinus excelsior;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1730;natural_monument;yes;broadleaved
96041;PL.ZIPOP.1393.PP.2001011.1764;tree;;Dąb szypułkowy ; Quercus robur;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1764;natural_monument;yes;broadleaved
96042;PL.ZIPOP.1393.PP.2001011.1856;tree;;Wiąz pospolity; Ulmus minor;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1856;natural_monument;yes;broadleaved
96043;PL.ZIPOP.1393.PP.2001011.1858;tree;;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1858;natural_monument;yes;needleleaved
96044;PL.ZIPOP.1393.PP.2001011.1859;tree;;Jesion wyniosły ; Fraxinus excelsior;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1859;natural_monument;yes;broadleaved
96045;PL.ZIPOP.1393.PP.2001011.1860;tree;;Klon pospolity; Acer platanoides;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1860;natural_monument;yes;broadleaved
96046;PL.ZIPOP.1393.PP.2001011.1860;tree;;Klon pospolity; Acer platanoides;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1860;natural_monument;yes;broadleaved
96047;PL.ZIPOP.1393.PP.2001011.1860;tree;;Klon pospolity; Acer platanoides;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1860;natural_monument;yes;broadleaved
96048;PL.ZIPOP.1393.PP.2001011.1860;tree;;Klon pospolity; Acer platanoides;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1860;natural_monument;yes;broadleaved
96049;PL.ZIPOP.1393.PP.2001011.1873;tree;;Klon pospolity; Acer platanoides;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1873;natural_monument;yes;broadleaved
96050;PL.ZIPOP.1393.PP.2001011.1873;tree;;Brzoza brodawkowata; Betula pendula;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1873;natural_monument;yes;broadleaved
96051;PL.ZIPOP.1393.PP.2001011.1900;tree;;Dąb szypułkowy ; Quercus robur;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1900;natural_monument;yes;broadleaved
96052;PL.ZIPOP.1393.PP.2001011.1901;tree;;Dąb szypułkowy ; Quercus robur;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.1901;natural_monument;yes;broadleaved
96053;PL.ZIPOP.1393.PP.2001011.2015;tree;;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2015;natural_monument;yes;needleleaved
96054;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96055;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96056;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96057;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96058;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96059;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96060;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96061;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96062;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96063;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96064;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96065;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96066;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96067;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96068;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96069;PL.ZIPOP.1393.PP.2001011.2021;tree;Uroczysko Barcie;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2021;natural_monument;yes;needleleaved
96070;PL.ZIPOP.1393.PP.2001011.2025;tree;;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001011.2025;natural_monument;yes;needleleaved
96073;PL.ZIPOP.1393.PP.2001022.1800;tree;;Jesion wyniosły ; Fraxinus excelsior;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1800;natural_monument;yes;broadleaved
96074;PL.ZIPOP.1393.PP.2001022.1800;tree;;Lipa drobnolistna ; Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1800;natural_monument;yes;broadleaved
96076;PL.ZIPOP.1393.PP.2001022.1804;tree;;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1804;natural_monument;yes;needleleaved
96077;PL.ZIPOP.1393.PP.2001022.1804;tree;;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1804;natural_monument;yes;needleleaved
96078;PL.ZIPOP.1393.PP.2001022.1806;tree;;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1806;natural_monument;yes;needleleaved
96079;PL.ZIPOP.1393.PP.2001022.1808;tree;;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1808;natural_monument;yes;needleleaved
96080;PL.ZIPOP.1393.PP.2001022.1808;tree;;;;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1808;natural_monument;yes;broadleaved
96081;PL.ZIPOP.1393.PP.2001022.1883;tree;;Jesion wyniosły ; Fraxinus excelsior;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1883;natural_monument;yes;broadleaved
96082;PL.ZIPOP.1393.PP.2001022.1883;tree;;Jesion wyniosły ; Fraxinus excelsior;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1883;natural_monument;yes;broadleaved
96083;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96084;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96085;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96086;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96087;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96088;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96089;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96090;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96091;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96092;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96093;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96094;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96095;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96096;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96097;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96098;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96099;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96100;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96101;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96102;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96103;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96104;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96105;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96106;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96107;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96108;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96109;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96110;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96111;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96112;PL.ZIPOP.1393.PP.2001022.1897;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001022.1897;natural_monument;yes;needleleaved
96115;PL.ZIPOP.1393.PP.2001032.1911;tree;;Jesion wyniosły ; Fraxinus excelsior;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001032.1911;natural_monument;yes;broadleaved
96116;PL.ZIPOP.1393.PP.2001032.1912;tree;;Jesion wyniosły ; Fraxinus excelsior;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001032.1912;natural_monument;yes;broadleaved
96117;PL.ZIPOP.1393.PP.2001032.1913;tree;;Lipa drobnolistna ; Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001032.1913;natural_monument;yes;broadleaved
96118;PL.ZIPOP.1393.PP.2001032.3105;tree;;Jałowiec pospolity ; Juniperus communis;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001032.3105;natural_monument;yes;broadleaved
96119;PL.ZIPOP.1393.PP.2001032.4172;tree;;Jałowiec pospolity ; Juniperus communis;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001032.4172;natural_monument;yes;broadleaved
96120;PL.ZIPOP.1393.PP.2001043.1826;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001043.1826;natural_monument;yes;needleleaved
96121;PL.ZIPOP.1393.PP.2001043.1826;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001043.1826;natural_monument;yes;needleleaved
96122;PL.ZIPOP.1393.PP.2001043.1826;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001043.1826;natural_monument;yes;needleleaved
96123;PL.ZIPOP.1393.PP.2001043.1826;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001043.1826;natural_monument;yes;needleleaved
96124;PL.ZIPOP.1393.PP.2001043.1826;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001043.1826;natural_monument;yes;needleleaved
96125;PL.ZIPOP.1393.PP.2001043.1826;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001043.1826;natural_monument;yes;needleleaved
96126;PL.ZIPOP.1393.PP.2001043.1826;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001043.1826;natural_monument;yes;needleleaved
96127;PL.ZIPOP.1393.PP.2001043.1826;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001043.1826;natural_monument;yes;needleleaved
96128;PL.ZIPOP.1393.PP.2001043.1826;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001043.1826;natural_monument;yes;needleleaved
96129;PL.ZIPOP.1393.PP.2001043.1930;tree;;Lipa drobnolistna ; Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001043.1930;natural_monument;yes;broadleaved
96130;PL.ZIPOP.1393.PP.2001043.1930;tree;;Lipa drobnolistna ; Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001043.1930;natural_monument;yes;broadleaved
96131;PL.ZIPOP.1393.PP.2001043.1930;tree;;Lipa drobnolistna ; Tilia cordata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001043.1930;natural_monument;yes;broadleaved
96132;PL.ZIPOP.1393.PP.2001052.1456;tree;;Dąb szypułkowy ; Quercus robur;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001052.1456;natural_monument;yes;broadleaved
96133;PL.ZIPOP.1393.PP.2001052.1460;tree;;Dąb szypułkowy ; Quercus robur;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001052.1460;natural_monument;yes;broadleaved
96134;PL.ZIPOP.1393.PP.2001052.1755;tree;;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001052.1755;natural_monument;yes;needleleaved
96135;PL.ZIPOP.1393.PP.2001052.1755;tree;;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001052.1755;natural_monument;yes;needleleaved
96136;PL.ZIPOP.1393.PP.2001052.1755;tree;;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001052.1755;natural_monument;yes;needleleaved
96137;PL.ZIPOP.1393.PP.2001052.1757;tree;;Dąb szypułkowy ; Quercus robur;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001052.1757;natural_monument;yes;broadleaved
96138;PL.ZIPOP.1393.PP.2001052.1757;tree;;Dąb szypułkowy ; Quercus robur;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001052.1757;natural_monument;yes;broadleaved
96139;PL.ZIPOP.1393.PP.2001052.1757;tree;;Dąb szypułkowy ; Quercus robur;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001052.1757;natural_monument;yes;broadleaved
96140;PL.ZIPOP.1393.PP.2001052.1903;tree;;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001052.1903;natural_monument;yes;needleleaved
96141;PL.ZIPOP.1393.PP.2001052.1905;tree;;Sosna zwyczajna; Pinus sylvestris;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001052.1905;natural_monument;yes;needleleaved
96142;PL.ZIPOP.1393.PP.2001052.2037;tree;;Cis pospolity ; Taxus baccata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001052.2037;natural_monument;yes;broadleaved
96143;PL.ZIPOP.1393.PP.2001052.2037;tree;;Cis pospolity ; Taxus baccata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001052.2037;natural_monument;yes;broadleaved
96144;PL.ZIPOP.1393.PP.2001052.2037;tree;;Cis pospolity ; Taxus baccata;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001052.2037;natural_monument;yes;broadleaved
96145;PL.ZIPOP.1393.PP.2001062.1675;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001062.1675;natural_monument;yes;needleleaved
96146;PL.ZIPOP.1393.PP.2001062.1675;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001062.1675;natural_monument;yes;needleleaved
96147;PL.ZIPOP.1393.PP.2001062.1675;tree;;Modrzew europejski ; Larix decidua;http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.2001062.1675;natural_monument;yes;needleleaved
