wkt_geom,fid,protected,denotation,ref:gid,ref:INSPIRE,natural,name,species:pl,species,url:crfop
Point (12.33586115212536782 47.67421169692372018),919,yes,natural_monument,70473,PL.ZIPOP.1393.PP.1212053.1864,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1864
Point (12.33586119333474684 47.67421169593978192),924,yes,natural_monument,70476,PL.ZIPOP.1393.PP.1212053.1868,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1868
Point (12.3358611451922755 47.67421169157194072),925,yes,natural_monument,70479,PL.ZIPOP.1393.PP.1212053.1871,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1871
Point (12.33586118510469554 47.67421169529515623),926,yes,natural_monument,70478,PL.ZIPOP.1393.PP.1212053.1870,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1870
Point (12.33586119130140801 47.67421169190322416),927,yes,natural_monument,70481,PL.ZIPOP.1393.PP.1212053.1873,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1873
Point (12.33586115145737239 47.67421169595476726),920,yes,natural_monument,70472,PL.ZIPOP.1393.PP.1212053.1863,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1863
Point (12.33586118973657442 47.67421169598807751),921,yes,natural_monument,70475,PL.ZIPOP.1393.PP.1212053.1866,rock,Krzesło,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1866
Point (12.33586115120120397 47.67421169758394939),922,yes,natural_monument,70474,PL.ZIPOP.1393.PP.1212053.1865,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1865
Point (12.3358612028144794 47.67421169665554004),923,yes,natural_monument,70477,PL.ZIPOP.1393.PP.1212053.1869,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1869
Point (12.33586148256132375 47.67421163049835542),948,yes,natural_monument,70500,PL.ZIPOP.1393.PP.1212053.1887,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1887
Point (12.33586147551703682 47.67421163091354686),949,yes,natural_monument,70503,PL.ZIPOP.1393.PP.1212053.1887,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1887
Point (12.3358614815564458 47.67421162995324124),950,yes,natural_monument,70502,PL.ZIPOP.1393.PP.1212053.1887,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1887
Point (12.33586147821370815 47.67421162842701676),951,yes,natural_monument,70505,PL.ZIPOP.1393.PP.1212053.1887,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1887
Point (12.33586147753154627 47.67421163420043939),944,yes,natural_monument,70496,PL.ZIPOP.1393.PP.1212053.1887,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1887
Point (12.33586147994484605 47.674211629190971),945,yes,natural_monument,70499,PL.ZIPOP.1393.PP.1212053.1887,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1887
Point (12.33586148019725748 47.67421162879907115),946,yes,natural_monument,70498,PL.ZIPOP.1393.PP.1212053.1887,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1887
Point (12.33586148334629762 47.67421163406277174),947,yes,natural_monument,70501,PL.ZIPOP.1393.PP.1212053.1887,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1887
Point (12.33586147598098393 47.67421162898153852),952,yes,natural_monument,70504,PL.ZIPOP.1393.PP.1212053.1887,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1887
Point (12.33586146996391619 47.6742116319944671),954,yes,natural_monument,70506,PL.ZIPOP.1393.PP.1212053.1887,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1887
Point (12.33586120537879971 47.67421169079855048),932,yes,natural_monument,70484,PL.ZIPOP.1393.PP.1212053.1876,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1876
Point (12.33586097521516578 47.67421168179497926),933,yes,natural_monument,70487,PL.ZIPOP.1393.PP.1212053.1880,rock,Zamczysko,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1880
Point (12.33586097707362939 47.67421167759520273),934,yes,natural_monument,70486,PL.ZIPOP.1393.PP.1212053.1879,rock,Fala,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1879
Point (12.33586097217030186 47.67421167712580399),935,yes,natural_monument,70489,PL.ZIPOP.1393.PP.1212053.1882,rock,Brama,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1882
Point (12.33586118987281388 47.67421169248876112),928,yes,natural_monument,70480,PL.ZIPOP.1393.PP.1212053.1872,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1872
Point (12.33586118991154557 47.6742116917627996),929,yes,natural_monument,70483,PL.ZIPOP.1393.PP.1212053.1875,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1875
Point (12.33586119401260817 47.67421169108939694),930,yes,natural_monument,70482,PL.ZIPOP.1393.PP.1212053.1874,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1874
Point (12.33586094556167545 47.6742116765034325),931,yes,natural_monument,70485,PL.ZIPOP.1393.PP.1212053.1877,rock,Sfinks,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1877
Point (12.33586095187612486 47.67421166951131539),940,yes,natural_monument,70492,PL.ZIPOP.1393.PP.1212053.1885,rock,Rozłupana,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1885
Point (12.3358614791986696 47.67421163360030079),941,yes,natural_monument,70495,PL.ZIPOP.1393.PP.1212053.1887,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1887
Point (12.33586148129212212 47.67421163055666256),942,yes,natural_monument,70494,PL.ZIPOP.1393.PP.1212053.1887,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1887
Point (12.33586147876702377 47.67421162908098609),943,yes,natural_monument,70497,PL.ZIPOP.1393.PP.1212053.1887,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1887
Point (12.33586096834741674 47.67421167372255297),936,yes,natural_monument,70488,PL.ZIPOP.1393.PP.1212053.1881,rock,Brama,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1881
Point (12.33586096603564286 47.67421167330603993),937,yes,natural_monument,70491,PL.ZIPOP.1393.PP.1212053.1884,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1884
Point (12.33586096221119632 47.67421167233722912),938,yes,natural_monument,70490,PL.ZIPOP.1393.PP.1212053.1883,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1883
Point (12.33586096127184994 47.67421167551776051),939,yes,natural_monument,70493,PL.ZIPOP.1393.PP.1212053.1886,rock,Baszta,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1212053.1886
Point (12.3358750661994172 47.67420437363408325),990,yes,natural_monument,70264,PL.ZIPOP.1393.PP.1211023.1612,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211023.1612
Point (12.33587504135539881 47.6742043698055582),987,yes,natural_monument,70263,PL.ZIPOP.1393.PP.1211023.1611,rock,Dziad i Baba,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1211023.1611
Point (12.33587123522981699 47.67420781472058877),3118,yes,natural_monument,67897,PL.ZIPOP.1393.PP.1201052.116,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1201052.116
Point (12.33586400347172507 47.67421093690615663),3316,yes,natural_monument,68728,PL.ZIPOP.1393.PP.1206042.801,rock,Olszówka,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.801
Point (12.33586395936271529 47.67421090739629363),3317,yes,natural_monument,68731,PL.ZIPOP.1393.PP.1206042.805,rock,Ostra Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.805
Point (12.33586396492080617 47.67421090964544561),3318,yes,natural_monument,68730,PL.ZIPOP.1393.PP.1206042.804,rock,Słup,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.804
Point (12.33586400612654899 47.67421090641727233),3319,yes,natural_monument,68733,PL.ZIPOP.1393.PP.1206042.807,rock,Wielka Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.807
Point (12.33586378367966496 47.67421094754127608),3312,yes,natural_monument,68723,PL.ZIPOP.1393.PP.1206042.769,rock,Goła Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.769
Point (12.33586390116713538 47.67421089176540505),3313,yes,natural_monument,68727,PL.ZIPOP.1393.PP.1206042.800,rock,Cielęca Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.800
Point (12.33586391001926508 47.67421094173157314),3314,yes,natural_monument,68725,PL.ZIPOP.1393.PP.1206042.798,rock,Kubusiówka,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.798
Point (12.33586396153379816 47.67421091111186371),3315,yes,natural_monument,68729,PL.ZIPOP.1393.PP.1206042.802,rock,Słup,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.802
Point (12.33586395486534926 47.67421090311255227),3320,yes,natural_monument,68732,PL.ZIPOP.1393.PP.1206042.806,rock,Ostry Kamień,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.806
Point (12.33586395027582228 47.67421089211959639),3321,yes,natural_monument,68735,PL.ZIPOP.1393.PP.1206042.809,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.809
Point (12.33586401537498567 47.67421091382722409),3322,yes,natural_monument,68734,PL.ZIPOP.1393.PP.1206042.808,rock,Wielka Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.808
Point (12.33586335830302083 47.67421090500470626),3303,yes,natural_monument,68713,PL.ZIPOP.1393.PP.1206042.647,rock,Ostatnia Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.647
Point (12.33586336233188341 47.67421085341486986),3308,yes,natural_monument,68718,PL.ZIPOP.1393.PP.1206042.702,rock,Dębiny,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.702
Point (12.33586374121234464 47.67421095905950779),3309,yes,natural_monument,68722,PL.ZIPOP.1393.PP.1206042.747,rock,Śpiewacza Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.747
Point (12.33586336434204078 47.67421083462823361),3310,yes,natural_monument,68721,PL.ZIPOP.1393.PP.1206042.735,rock,Łyse Skały,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.735
Point (12.33586373217431564 47.674210924989886),3311,yes,natural_monument,68724,PL.ZIPOP.1393.PP.1206042.780,rock,Babia Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.780
Point (12.33586338025634888 47.67421090051779942),3305,yes,natural_monument,68715,PL.ZIPOP.1393.PP.1206042.669,rock,Ogrodzieniec,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.669
Point (12.33586335645328447 47.67421090248493698),3306,yes,natural_monument,68714,PL.ZIPOP.1393.PP.1206042.658,rock,Ostatnia Skała,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.658
Point (12.3358633565866942 47.67421083555056072),3307,yes,natural_monument,68720,PL.ZIPOP.1393.PP.1206042.724,rock,Łyse Skały,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206042.724
Point (12.33586198994906624 47.67421002251706597),3348,yes,natural_monument,68767,PL.ZIPOP.1393.PP.1206063.432,rock,Pod sosną,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206063.432
Point (12.33586262339710338 47.67421033338261083),3349,yes,natural_monument,68770,PL.ZIPOP.1393.PP.1206063.435,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206063.435
Point (12.33586152010001946 47.67421040502144791),3347,yes,natural_monument,68768,PL.ZIPOP.1393.PP.1206063.433,rock,Pipkowa Skałka,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206063.433
Point (12.33586448074286679 47.67420924552754968),3384,yes,natural_monument,68806,PL.ZIPOP.1393.PP.1206072.450,rock,Okrążek,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206072.450
Point (12.33586350917345875 47.67421141881830238),3796,yes,natural_monument,69320,PL.ZIPOP.1393.PP.1206132.640,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.640
Point (12.33586350846236357 47.67421142095015796),3797,yes,natural_monument,69323,PL.ZIPOP.1393.PP.1206132.643,rock,,brak danych,,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1206132.643
