ref:gid,ref:inspire,natural,name,species:pl,species,url:crfop,leaf_type,protected,denotation
92134.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92135.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92132.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92133.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92130.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92131.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92128.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92129.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92126.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92127.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92124.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92125.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92122.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92123.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
92120.0,PL.ZIPOP.1393.PP.1611053.267,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1611053.267,broadleaved,yes,natural_monument
