ref:gid,ref:inspire,natural,name,species:pl,species,url:crfop,leaf_type,protected,denotation
88074.0,PL.ZIPOP.1393.PP.1601043.424,tree,,Wiąz górski , Ulmus glabra,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.424,broadleaved,yes,natural_monument
88075.0,PL.ZIPOP.1393.PP.1601043.425,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.425,broadleaved,yes,natural_monument
88072.0,PL.ZIPOP.1393.PP.1601043.422,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.422,broadleaved,yes,natural_monument
88073.0,PL.ZIPOP.1393.PP.1601043.423,tree,,Klon pospolity, Acer platanoides,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.423,broadleaved,yes,natural_monument
88070.0,PL.ZIPOP.1393.PP.1601043.420,tree,,Klon srebrzysty , Acer saccharinum,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.420,broadleaved,yes,natural_monument
88071.0,PL.ZIPOP.1393.PP.1601043.421,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.421,broadleaved,yes,natural_monument
88068.0,PL.ZIPOP.1393.PP.1601043.418,tree,,Klon srebrzysty , Acer saccharinum,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.418,broadleaved,yes,natural_monument
88069.0,PL.ZIPOP.1393.PP.1601043.419,tree,,Klon srebrzysty , Acer saccharinum,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.419,broadleaved,yes,natural_monument
88066.0,PL.ZIPOP.1393.PP.1601043.416,tree,,Cis pospolity , Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.416,needleleaved,yes,natural_monument
88067.0,PL.ZIPOP.1393.PP.1601043.417,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.417,broadleaved,yes,natural_monument
88064.0,PL.ZIPOP.1393.PP.1601043.416,tree,,Cis pospolity , Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.416,needleleaved,yes,natural_monument
88065.0,PL.ZIPOP.1393.PP.1601043.416,tree,,Cis pospolity , Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.416,needleleaved,yes,natural_monument
88062.0,PL.ZIPOP.1393.PP.1601043.416,tree,,Cis pospolity , Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.416,needleleaved,yes,natural_monument
88063.0,PL.ZIPOP.1393.PP.1601043.416,tree,,Cis pospolity , Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.416,needleleaved,yes,natural_monument
88060.0,PL.ZIPOP.1393.PP.1601043.416,tree,,Cis pospolity , Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.416,needleleaved,yes,natural_monument
88061.0,PL.ZIPOP.1393.PP.1601043.416,tree,,Cis pospolity , Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.416,needleleaved,yes,natural_monument
88058.0,PL.ZIPOP.1393.PP.1601043.415,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.415,broadleaved,yes,natural_monument
88059.0,PL.ZIPOP.1393.PP.1601043.416,tree,,Cis pospolity , Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.416,needleleaved,yes,natural_monument
88056.0,PL.ZIPOP.1393.PP.1601043.415,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.415,broadleaved,yes,natural_monument
88057.0,PL.ZIPOP.1393.PP.1601043.415,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.415,broadleaved,yes,natural_monument
88054.0,PL.ZIPOP.1393.PP.1601043.415,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.415,broadleaved,yes,natural_monument
88055.0,PL.ZIPOP.1393.PP.1601043.415,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.415,broadleaved,yes,natural_monument
88052.0,PL.ZIPOP.1393.PP.1601043.415,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.415,broadleaved,yes,natural_monument
88053.0,PL.ZIPOP.1393.PP.1601043.415,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.415,broadleaved,yes,natural_monument
88050.0,PL.ZIPOP.1393.PP.1601043.415,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.415,broadleaved,yes,natural_monument
88051.0,PL.ZIPOP.1393.PP.1601043.415,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.415,broadleaved,yes,natural_monument
88048.0,PL.ZIPOP.1393.PP.1601043.415,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.415,broadleaved,yes,natural_monument
88049.0,PL.ZIPOP.1393.PP.1601043.415,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.415,broadleaved,yes,natural_monument
88046.0,PL.ZIPOP.1393.PP.1601043.414,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.414,broadleaved,yes,natural_monument
88047.0,PL.ZIPOP.1393.PP.1601043.415,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.415,broadleaved,yes,natural_monument
88044.0,PL.ZIPOP.1393.PP.1601043.412,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.412,broadleaved,yes,natural_monument
88045.0,PL.ZIPOP.1393.PP.1601043.413,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.413,broadleaved,yes,natural_monument
88042.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88043.0,PL.ZIPOP.1393.PP.1601043.411,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.411,broadleaved,yes,natural_monument
88040.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88041.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88038.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88039.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88036.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88037.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88034.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88035.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88032.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88033.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88030.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88031.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88028.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88029.0,PL.ZIPOP.1393.PP.1601043.410,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.410,broadleaved,yes,natural_monument
88026.0,PL.ZIPOP.1393.PP.1601043.409,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.409,broadleaved,yes,natural_monument
88027.0,PL.ZIPOP.1393.PP.1601043.409,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.409,broadleaved,yes,natural_monument
88024.0,PL.ZIPOP.1393.PP.1601043.409,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.409,broadleaved,yes,natural_monument
88025.0,PL.ZIPOP.1393.PP.1601043.409,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.409,broadleaved,yes,natural_monument
88022.0,PL.ZIPOP.1393.PP.1601043.409,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.409,broadleaved,yes,natural_monument
88023.0,PL.ZIPOP.1393.PP.1601043.409,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.409,broadleaved,yes,natural_monument
88020.0,PL.ZIPOP.1393.PP.1601043.409,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.409,broadleaved,yes,natural_monument
88021.0,PL.ZIPOP.1393.PP.1601043.409,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.409,broadleaved,yes,natural_monument
88018.0,PL.ZIPOP.1393.PP.1601043.409,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.409,broadleaved,yes,natural_monument
88019.0,PL.ZIPOP.1393.PP.1601043.409,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.409,broadleaved,yes,natural_monument
88016.0,PL.ZIPOP.1393.PP.1601043.407,tree,,Żywotnik olbrzymi , Thuja plicata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.407,broadleaved,yes,natural_monument
88017.0,PL.ZIPOP.1393.PP.1601043.408,tree,,Glediczja trójcierniowa, Gleditsia triacanthos,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.408,broadleaved,yes,natural_monument
88014.0,PL.ZIPOP.1393.PP.1601043.405,tree,,Magnolia drzewiasta , Magnolia acuminata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.405,broadleaved,yes,natural_monument
88015.0,PL.ZIPOP.1393.PP.1601043.406,tree,,Orzech czarny , Juglans nigra,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.406,broadleaved,yes,natural_monument
88012.0,PL.ZIPOP.1393.PP.1601043.403,tree,,Platan klonolistny , Platanus xacerifolia,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.403,broadleaved,yes,natural_monument
88013.0,PL.ZIPOP.1393.PP.1601043.404,tree,,Klon polny , Acer campestre,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.404,broadleaved,yes,natural_monument
88139.0,PL.ZIPOP.1393.PP.1602033.274,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1602033.274,broadleaved,yes,natural_monument
88140.0,PL.ZIPOP.1393.PP.1602033.274,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1602033.274,broadleaved,yes,natural_monument
88137.0,PL.ZIPOP.1393.PP.1602033.256,tree,,Dąb bezszypułkowy , Quercus petraea,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1602033.256,broadleaved,yes,natural_monument
88138.0,PL.ZIPOP.1393.PP.1602033.274,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1602033.274,broadleaved,yes,natural_monument
88135.0,PL.ZIPOP.1393.PP.1602033.254,tree,,Dąb błotny , Quercus palustris,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1602033.254,broadleaved,yes,natural_monument
88136.0,PL.ZIPOP.1393.PP.1602033.256,tree,,Dąb bezszypułkowy , Quercus petraea,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1602033.256,broadleaved,yes,natural_monument
88133.0,PL.ZIPOP.1393.PP.1602033.189,tree,,Miłorząb dwuklapowy, Ginkgo biloba,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1602033.189,broadleaved,yes,natural_monument
88134.0,PL.ZIPOP.1393.PP.1602033.226,tree,,Miłorząb dwuklapowy, Ginkgo biloba,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1602033.226,broadleaved,yes,natural_monument
88131.0,PL.ZIPOP.1393.PP.1601052.87,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.87,broadleaved,yes,natural_monument
88132.0,PL.ZIPOP.1393.PP.1602013.252,tree,,Platan klonolistny , Platanus xacerifolia,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1602013.252,broadleaved,yes,natural_monument
88129.0,PL.ZIPOP.1393.PP.1601052.279,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.279,broadleaved,yes,natural_monument
88130.0,PL.ZIPOP.1393.PP.1601052.86,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.86,broadleaved,yes,natural_monument
88127.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88128.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88125.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88126.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88123.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88124.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88121.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88122.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88119.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88120.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88117.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88118.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88115.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88116.0,PL.ZIPOP.1393.PP.1601052.240,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.240,broadleaved,yes,natural_monument
88113.0,PL.ZIPOP.1393.PP.1601052.231,tree,,Buk pospolity, Fagus sylvatica,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.231,broadleaved,yes,natural_monument
88114.0,PL.ZIPOP.1393.PP.1601052.231,tree,,Grab zwyczajny , Carpinus betulus,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.231,broadleaved,yes,natural_monument
88111.0,PL.ZIPOP.1393.PP.1601052.167,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.167,broadleaved,yes,natural_monument
88112.0,PL.ZIPOP.1393.PP.1601052.190,tree,,Orzech czarny , Juglans nigra,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.190,broadleaved,yes,natural_monument
88109.0,PL.ZIPOP.1393.PP.1601052.147,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.147,broadleaved,yes,natural_monument
88110.0,PL.ZIPOP.1393.PP.1601052.167,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601052.167,broadleaved,yes,natural_monument
88106.0,PL.ZIPOP.1393.PP.1601043.9,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.9,broadleaved,yes,natural_monument
88107.0,PL.ZIPOP.1393.PP.1601043.9,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.9,broadleaved,yes,natural_monument
88104.0,PL.ZIPOP.1393.PP.1601043.9,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.9,broadleaved,yes,natural_monument
88105.0,PL.ZIPOP.1393.PP.1601043.9,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.9,broadleaved,yes,natural_monument
88102.0,PL.ZIPOP.1393.PP.1601043.663,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.663,broadleaved,yes,natural_monument
88103.0,PL.ZIPOP.1393.PP.1601043.9,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.9,broadleaved,yes,natural_monument
88100.0,PL.ZIPOP.1393.PP.1601043.446,tree,,Lipa drobnolistna , Tilia cordata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.446,broadleaved,yes,natural_monument
88101.0,PL.ZIPOP.1393.PP.1601043.447,tree,,Cis pospolity , Taxus baccata,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.447,needleleaved,yes,natural_monument
88098.0,PL.ZIPOP.1393.PP.1601043.444,tree,,Dąb szypułkowy , Quercus robur,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.444,broadleaved,yes,natural_monument
88099.0,PL.ZIPOP.1393.PP.1601043.445,tree,,Grab zwyczajny, Carpinus betulus,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.445,broadleaved,yes,natural_monument
88096.0,PL.ZIPOP.1393.PP.1601043.442,tree,,Klon pospolity, Acer platanoides,http://crfop.gdos.gov.pl/CRFOP/widok/viewpomnikprzyrody.jsf?fop=PL.ZIPOP.1393.PP.1601043.442,broadleaved,yes,natural_monument
